0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Title_t, "Piano\000"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 500000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 21, 80
1, 113, Note_on_c, 0, 21, 0
1, 120, Note_on_c, 0, 22, 80
1, 233, Note_on_c, 0, 22, 0
1, 240, Note_on_c, 0, 23, 80
1, 353, Note_on_c, 0, 23, 0
1, 360, Note_on_c, 0, 24, 80
1, 473, Note_on_c, 0, 24, 0
1, 480, Note_on_c, 0, 25, 80
1, 593, Note_on_c, 0, 25, 0
1, 600, Note_on_c, 0, 26, 80
1, 713, Note_on_c, 0, 26, 0
1, 720, Note_on_c, 0, 27, 80
1, 833, Note_on_c, 0, 27, 0
1, 840, Note_on_c, 0, 28, 80
1, 953, Note_on_c, 0, 28, 0
1, 960, Note_on_c, 0, 29, 80
1, 1073, Note_on_c, 0, 29, 0
1, 1080, Note_on_c, 0, 30, 80
1, 1193, Note_on_c, 0, 30, 0
1, 1200, Note_on_c, 0, 31, 80
1, 1313, Note_on_c, 0, 31, 0
1, 1320, Note_on_c, 0, 32, 80
1, 1433, Note_on_c, 0, 32, 0
1, 1440, Note_on_c, 0, 33, 80
1, 1553, Note_on_c, 0, 33, 0
1, 1560, Note_on_c, 0, 34, 80
1, 1673, Note_on_c, 0, 34, 0
1, 1680, Note_on_c, 0, 35, 80
1, 1793, Note_on_c, 0, 35, 0
1, 1800, Note_on_c, 0, 36, 80
1, 1913, Note_on_c, 0, 36, 0
1, 1920, Note_on_c, 0, 37, 80
1, 2033, Note_on_c, 0, 37, 0
1, 2040, Note_on_c, 0, 38, 80
1, 2153, Note_on_c, 0, 38, 0
1, 2160, Note_on_c, 0, 39, 80
1, 2273, Note_on_c, 0, 39, 0
1, 2280, Note_on_c, 0, 40, 80
1, 2393, Note_on_c, 0, 40, 0
1, 2400, Note_on_c, 0, 41, 80
1, 2513, Note_on_c, 0, 41, 0
1, 2520, Note_on_c, 0, 42, 80
1, 2633, Note_on_c, 0, 42, 0
1, 2640, Note_on_c, 0, 43, 80
